data,cambio
30/03/1999,1.7326
31/03/1999,1.7212
05/04/1999,1.7243
06/04/1999,1.7306
07/04/1999,1.7287
08/04/1999,1.7198
09/04/1999,1.7082
12/04/1999,1.7046
13/04/1999,1.6712
14/04/1999,1.6567
16/04/1999,1.6692
19/04/1999,1.6713
20/04/1999,1.7093
22/04/1999,1.7006
23/04/1999,1.6843
27/04/1999,1.7061
28/04/1999,1.6955
29/04/1999,1.6668
30/04/1999,1.6599
03/05/1999,1.6727
04/05/1999,1.6726
05/05/1999,1.6839
06/05/1999,1.6721
07/05/1999,1.6704
12/05/1999,1.6606
13/05/1999,1.6502
14/05/1999,1.6562
17/05/1999,1.6662
18/05/1999,1.6651
19/05/1999,1.6628
20/05/1999,1.6826
21/05/1999,1.6955
24/05/1999,1.6977
25/05/1999,1.7472
26/05/1999,1.7178
27/05/1999,1.7129
28/05/1999,1.7303
31/05/1999,1.7232
01/06/1999,1.7328
02/06/1999,1.7534
04/06/1999,1.7357
07/06/1999,1.7404
08/06/1999,1.7471
09/06/1999,1.7483
10/06/1999,1.7589
11/06/1999,1.7722
14/06/1999,1.7775
15/06/1999,1.7884
16/06/1999,1.7667
17/06/1999,1.7597
18/06/1999,1.7477
21/06/1999,1.7628
24/06/1999,1.7995
25/06/1999,1.7896
28/06/1999,1.7892
29/06/1999,1.7664
30/06/1999,1.7687
01/07/1999,1.7567
02/07/1999,1.7698
05/07/1999,1.7655
06/07/1999,1.7746
07/07/1999,1.7807
08/07/1999,1.7903
09/07/1999,1.8036
12/07/1999,1.8182
13/07/1999,1.8384
14/07/1999,1.8101
15/07/1999,1.8273
16/07/1999,1.8099
19/07/1999,1.7921
20/07/1999,1.7974
21/07/1999,1.8163
22/07/1999,1.8163
23/07/1999,1.8139
26/07/1999,1.8195
27/07/1999,1.8165
28/07/1999,1.7907
29/07/1999,1.7931
30/07/1999,1.7884
02/08/1999,1.8107
04/08/1999,1.8209
05/08/1999,1.8468
06/08/1999,1.8485
09/08/1999,1.8446
10/08/1999,1.8721
11/08/1999,1.8622
12/08/1999,1.8503
13/08/1999,1.8703
17/08/1999,1.8812
18/08/1999,1.8919
19/08/1999,1.9163
20/08/1999,1.9489
23/08/1999,1.8698
24/08/1999,1.9018
25/08/1999,1.9303
26/08/1999,1.9079
27/08/1999,1.9235
30/08/1999,1.9428
31/08/1999,1.9151
01/09/1999,1.9209
02/09/1999,1.9236
03/09/1999,1.9032
06/09/1999,1.9051
08/09/1999,1.8975
09/09/1999,1.8727
10/09/1999,1.8613
13/09/1999,1.8814
14/09/1999,1.8915
15/09/1999,1.8771
16/09/1999,1.8786
17/09/1999,1.8853
20/09/1999,1.8737
21/09/1999,1.8783
22/09/1999,1.8898
23/09/1999,1.8906
24/09/1999,1.9136
27/09/1999,1.9166
28/09/1999,1.9385
29/09/1999,1.9216
30/09/1999,1.9215
01/10/1999,1.9557
05/10/1999,1.9517
06/10/1999,1.9592
07/10/1999,1.9331
08/10/1999,1.9422
11/10/1999,1.9542
13/10/1999,1.9579
15/10/1999,1.9786
18/10/1999,1.9821
19/10/1999,1.9925
20/10/1999,2.0017
21/10/1999,1.9928
22/10/1999,1.9826
25/10/1999,1.9769
26/10/1999,1.9861
27/10/1999,1.9946
28/10/1999,1.9781
29/10/1999,1.9522
01/11/1999,1.9423
03/11/1999,1.9406
04/11/1999,1.9287
05/11/1999,1.9147
08/11/1999,1.9258
09/11/1999,1.9233
12/11/1999,1.9323
16/11/1999,1.9323
17/11/1999,1.9319
18/11/1999,1.9282
19/11/1999,1.9305
22/11/1999,1.9314
24/11/1999,1.9287
25/11/1999,1.9292
26/11/1999,1.9255
29/11/1999,1.9205
30/11/1999,1.9219
01/12/1999,1.9213
02/12/1999,1.8942
03/12/1999,1.8766
06/12/1999,1.8661
07/12/1999,1.8586
08/12/1999,1.8619
10/12/1999,1.8659
13/12/1999,1.8556
14/12/1999,1.8455
15/12/1999,1.8493
16/12/1999,1.8399
21/12/1999,1.8226
22/12/1999,1.8196
23/12/1999,1.8278
24/12/1999,1.8282
27/12/1999,1.8259
28/12/1999,1.8281
